disease,symptoms_used,generated_call
Spinal Injury,"Paralysis, Arrhythmia, Burns","I— I can’t... I— [gasping]... my husband— he's— cold to the touch. Ice-cold, I mean, I— I can't understand it! Also, [wheezing] he’s struggling to breathe, [crying] like, really struggling, you know? And he's got... uh, what's it called? Swelling? His face is all swollen and, and his lips... his lips are turning all sorts of colors... purple, blue... [sobbing] Oh, God... 

[pause] He's starting to— [sniffles] to shake now, like, uncontrollably, you know? And, um, well... he's not... not really responding to me anymore, like he's not there... [sighs] He's just sort of staring straight ahead... [whispering] and it's scaring me. Please, you've gotta— gotta get someone out here. Please, I... I— [crying] I need help!"
Spinal Injury,"Unconsciousness, Paralysis, Numbness","I— I need help. I— I was making dinner and my husband, he— [gasping] he just went down. Just— just dropped. He's [breathing heavily] not moving and he's all— all red and sweating. He— he was fine just a moment ago and then— feeling hot, saying it's too hot in here and— and—

Now he's not— just not moving... His chest— his chest is, uh, tight [crying]. He— he's struggling to breathe.  It's like he can't, um, can't get air in.  Like he's not— not getting enough air [gasping]. Please. I— I need someone. He needs help [sobbing]— he needs help right now!"
Spinal Injury,"Numbness, Burns, Arrhythmia","I— I need help... Ch— Charlie's really sick, [sobbing]... he's burning up, y' know? [heavy breathing] Uh, like a really high temperature... he's shaking all over... [sniffles] and he's just so tired, uh, like, no energy at all. And now, uh, these b—bright red spots all over him. And then he—[crying] started to hallucinate— said he saw spiders crawling over him— [gasping] Oh, someone needs to come help him... please!"
Fainting,"Unconsciousness, Arrhythmia, Paleness","I— my chest— God, it feels like it's about to explode, [breathing heavily]. [Coughing]. Can't get enough air— it's like… I— uh, climbed a mountain, difficult to breathe, you know? [Wheezing] 

Oh, my head—. Feels like it’s splitting in two… [sighs] it's throbbing so bad. And my throat— so dry; I— I can't even talk properly. See, that— that's why— [gasping] it's so… so hard for me to talk— you get me? My legs, too— [cries] they're so wobbly, can hardly stand up… [sirens in distance]."
Fainting,"Unconsciousness, Arrhythmia, Paleness","Oh God— [breathing heavily] You— You need to, uh, send help. My neighbor, he— he just collapsed in his front yard— [sobbing]. He was coming in from his garden and— and I saw him from my window. 

His face— it's all [gasping] red and swollen. He can't [coughing]— can't seem to catch his breath. And— um, his eyes are watering non-stop. He's— he's itching everywhere, all over his arms, his neck— [sirens in distance]. Please hurry. He didn't— didn't even know what hit him, just fell right onto the floor, gasping. Please hurry!"
Fainting,"Paleness, Dizziness, Unconsciousness","Oh God — I— I need help! [gasping] My husband... he's he's not well. He's— his face is all white and cold! His breathing [breathing heavily] it's j-just so irregular... like he— [sobbing] he just can't catch a breath... His chest— it's heaving... and it hurts... he says it hurts so bad! 

[sighs] And he's just— he's not himself. He's so tired and confused... keeps saying things don't make sense... and his hands are shaking so much that he can’t even hold a glass... His eyes, they're... they're so glazed. I— I just don't know what— what to do! [crying] Please— someone has to help us!"
Fainting,"Dizziness, Unconsciousness, Paleness","P— please help, I— [gasping] I need help. My throat... feels l—like it's swelling up, like I— I'm choking. My temperature— it's s— so high, I can barely stand— uh... muscle pain is unbearable! [sobbing] A— and I can't smell anything— it's like— um, like there's cotton in my nose. [coughing] And this cough— um, non-stop dry cough. [breathing heavily] T— there's rashes, all over my body... [coughing] I— I feel so weak... [rain pounding outside] Please... I need help... now..."
Fainting,"Arrhythmia, Unconsciousness, Paleness","[Gasping] I— I need help— [sobbing] my wife, she's sick. She's got this high fever, been running over 100 degrees for days now. Barely able to stand, and she's so tired all the time, no matter how much sleep she gets. Please send someone— [sniffs] and her cough, oh god, it's horrible. It's so dry, never stops. And uh— breathing for her seems a struggle. She's [whispering] she's gasping for breath and she says her chest hurts, hurts really bad when she tries to breathe deep. It's uh— I've never seen her this bad. Can you— can you get here fast?"
Fainting,"Burns, Unconsciousness, Arrhythmia","I— I'm by myself... just— just— [shaking] I... My chest— it's like, uh, I can't... Can't breathe... [gasping] And suddenly it's all— all spinny-like... [gulping back tears] Feels hot, so hot, burning up, [coughing] and then it's— then it's like I'm freezing... I'm... shaking. I can't— I can't— [gulping] My head... it's just pounding and every time I move, another— another wave of nausea hits. [she sighs], please... [whispering] Please, help..."
Fainting,"Unconsciousness, Dizziness, Arrhythmia","God, I— I don't k-know what's happening. She— [gasping] she's—uh, can't catch her breath—[wheezing] just happened out of nowhere, you know? And oh my, her speech...it's slurred, I can barely understand what she's trying to— [distressed sigh] trying to tell me. 

Um, there's this—uh, this horrid rash on her arm. It's all swollen, red, and hot to the touch. These blisters, they're bursting. Dear lord, there's pus... So much pus. [sobbing] And...and she's so restless, pacing up and down— She can't— [crying] she just can't stay still. I don't— I can't— I don't know what to do! [ambient noise: distant thunder]"
Fainting,"Arrhythmia, Unconsciousness, Paleness","I— I can't [gasping] hardly catch my breath... . I've got this r-r-really bad headache too— like something's squeezing inside my brain. My whole body is aching [whispering] as if I'd ran a marathon, but I've been in bed all day... I've never felt like this. My throat's sore [coughing] and it's hard to swallow, like there's a lump there. I've shivering fits, and... and I'm burning up at the same time... I'm scared... Can anyone help?"
Fainting,"Dizziness, Burns, Unconsciousness","Oh god— I— I need help— s—someone— [gasping] he's— he's on the floor! He's— he's having difficulty breathing— [wheezing] I— I think he's trying to catch his breath… [sighs]. I need an ambulance or something, I don't know— [crying] he's just so weak, can barely move— and he's shivering, just shaking and shivering… it's so cold in here, too. I— I can't understand. He was so hot just a second ago, sweating— [breathing heavily] and now it's like he's freezing, I just— I don't know what to do. His chest— it's just…moving so fast [whispering], and his— his heart, it's racing. I— I can't do this— [sobbing] I just can't, I— [crying] he— he's my husband! [sirens in distance] Oh god, please hurry…"
Fainting,"Burns, Paleness, Unconsciousness","Oh God... [breathing heavily] my— my husband... just collapsed! Uh, he was, he was complaining about a light head and feeling, feeling... [whispering] queasy... [normal voice] then, all of a sudden— dropped. He's turning pale and so cold to touch. [gulping] I— I tried waking him, but... [high pitch, quick words] his eyes are just rolling back in his head! [sobbing] And his breath... it's so rapid, he's panting like—I don't know, like he's been running... [gasping] Please, I need help— please... [sirens in distance]"
Fainting,"Dizziness, Burns, Arrhythmia","I— I need help. [coughing] His chest— it's really tight… I mean, he's clutching it and uh… can't seem to breathe properly. Uh, then there's the sweating— so much of it… and a crushing pain you know... in his arm, just won't go away. He's got chills, and pale— so pale. [breathing heavily] Please, he's struggling and— I— I'm scared. You need to send someone, quickly. I— I can’t just stand here and… [sobbing]... feel so helpless! [sirens in distance]"
Epilepsy,"Paralysis, Eye Rolling, Burns","I— I need help— [heavy breathing] My— my body— it's falling apart. I can't— I can barely walk— [wheezing] I keep stumbling— feeling so dizzy. And— and my— my chest, it's— it's like there's this pressure— this weight on me, making it hard to breathe— [coughing] eyes feel all blurry and my skin— um— it— it feels so hot. And— and there's this— this constant— uh— throbbing in my head— [soft crying] it just— it won't stop... Please— please, you've gotta help me— [distressed sobbing]."
Epilepsy,"Arrhythmia, Paralysis, Unconsciousness","Um—um, hello? I— I— need help here— [gasping] something's— something's wrong— [coughing] I can't stop coughing... my chest feels tight... [sighs] And... I just can't seem to catch my breath... I... I think I've got a fever too...

I've been having... these shakes, cold sweats— [shivering] and something— something weird's— [whispering] going on with my taste and smell— they're just— gone. It's all really starting to freak me out. Can— Can you send someone, please? [sound of sirens approaching in distance]"
Epilepsy,"Unconsciousness, Confusion, Arrhythmia","I— um— I just— [sighs] look, there's something really wrong. I have this— this sharp pain in my chest, ok? It's like a— a real tight vice grip. I'm cold all over— freezing, but I um, [breathing heavily] sweating too, even though my skin feels like ice. And I can't— I can't seem to catch my breath right. My thro— [coughing] my throat feels prickly, like— like I swallowed a handful of toothpicks. Please, I need— [whispering] I need help!"
Epilepsy,"Paralysis, Arrhythmia, Foaming at the Mouth","I— It's my husband— he's... he's just... [whispering] I don't know what's— what's wrong. He said he was feeling just a little under the weather this morning— but now— [breathing heavily] he's so cold to touch, barely responsive. He's mumbling something but I can't make it out...

[crying] and he's not— not moving much— his breathing, it's— it's shallow, ir— irregular. And his face— his face is pale— pale and sweaty, with this rash— red blotches. And now— [gasping] his— his fingers, they're tingling— he said they're numb— can't hold anything. What— What should I do? I— I need help fast— [sirens in distance] please..."
Epilepsy,"Paralysis, Unconsciousness, Confusion","I— I need help! I— I can't breathe. Just— [coughing] God, it hurts to cough. My chest— Uh, it's tight, like a— a bear hug that won't let go. I— I can't get a full breath— [wheezing] and it's growing worse by the minute. My head is throbbing, pounding like a drum— [sobs softly] and I have this— uh, weird sensation like I'm losing touch with myself, like I'm not quite here— [hushed whisper] it's— it's scaring me. 

Feel so— so cold all the time. Tried to get up but— [sharp intake of breath] my muscles... too weak. Can barely lift my own head— [shivering] Like I been working out for hours, yet I haven't moved an inch. I— I don't know what's going on but— [voice breaking] I need help, please..."
Epilepsy,"Foaming at the Mouth, Unconsciousness, Confusion","Oh God, please, please I need help— [sobbing]— It's my husband— he was... he was just sitting there and then— [gasping]— I— I think he's really sick. I— I don't even know where to begin— [crying]. I mean, he looks really flushed— like his face is all red and hot. And he— he's got this bad cough that just won't stop— [coughing in distance]— and it's like he's struggling to keep awake— his eyes are rolling back. But what scares me the most is— is his chest— it— it's been making these rattling noises when he breathes— it's terrifying!

And— and then there's this— this weird rash all over his body— it's all red and patchy— [whispering]— it's like nothing I've ever seen before. And he's shivering— like, uncontrollably. He's saying— he's saying he can't feel his toes and fingers. Please— [breathing heavily]— I don't know what to do. Please, you need to send help now!"
Epilepsy,"Unconsciousness, Foaming at the Mouth, Paralysis","I— I'm feeling— [gasping] I can't breathe that well and my chest— it's hurting really bad on the left side. I was just resting, then suddenly— [panting] oh my god— I'm getting dizzy, and my sight— it's getting blurrier and blurrier. [muffled sound of falling]

[whimpers in pain] I managed to crawl to the phone, but— my left arm— it feels like it's not even there anymore— oh god. My teeth are chattering and I— I--[sharp intake of breath] feel so cold... [shivering uncontrollably] please. I need help."
Epilepsy,"Arrhythmia, Burns, Foaming at the Mouth","Uh— um— hello? [sobbing] I— I need help. My husband— he— he just collapsed on the floor. And he's hurting real bad, sayin' his chest feels so tight— [gulps] like a vice squeezing onto him. He d—doesn't want to move— not even a bit— cause the pain shoots up each time. And he's sweating— sweating like he's run a marathon. And his face, it's all— all turning ghostly pale— [choked sobbing]. Please, he doesn't seem like himself. I don't know— I don't know what's happening but— but I'm scared. [sirens in distance] It's so… so wrong. Please, just— just come quick, okay?"
Epilepsy,"Arrhythmia, Paralysis, Foaming at the Mouth","I-- I can't believe this is happening... [gasping] My— my friend, he's uh... she's... he's got a really high fever, alright? Sweating a lot— like, um, like really a lot. [sobbing] And now, now there's the chills... relentless chills. [voice broken] And- and the fatigue, it's scary, she-- He can't even, uh, hold a glass of water anymore. Thirsty but he can't... [crying] Constantly coughing, like a really deep, wracking cough. [pained sigh] Can't smell anything anymore either… um… can't taste... I-I don't know what to do or... or how to help… [whispering] Please come fast. Help us… [sirens in distance]."
Epilepsy,"Eye Rolling, Burns, Unconsciousness","Uh—hello? Hello? I—[sobbing] I need— I need help. I'm feeling so weak, like I, uh, just ran a marathon or something. I've been feeling this way for a couple of days. And the worst thing is, um, my throat... my throat's hurting so much. It feels raw, as if I've been shouting for hours. [coughing] And there's this, um, hacking cough that just won't stop. My, my whole body feels hot. I— I can't— I can't breathe properly. [wheezing]

[sighs] There, there's this sharp pain in my chest. It's like, uh, like something's stabbing me from inside whenever I breathe, you know? And my heart, it's, um, it's like there's a drum in there beating really fast. I can't— [gasping] I can't go on like this. Please—please send someone."
Drowning,"Unconsciousness, Shortness of Breath, Burns","I— I'm really freaked out here, guys... [gasping] I keep having these painful headaches, and— and I'm so dizzy I can hardly stand up, you know? My head… [breathing heavily] it feels so hot, like I’ve got a severe fever and my— my throat… Uh, it's all sore, I can barely even swallow.

[coughing] Uh, and this cough… I— I can't get rid of it… no matter what I do. My skin is all— all sweaty and every little light— it's just blinding because my eyes… [whispering] they're so sensitive. [sobbing] Please… please, someone tell me what's happening… I'm terrified!"
Drowning,"Unconsciousness, Shortness of Breath, Arrhythmia","I— [breathing heavily] I've, uh... I've seen some things, but nothing like this. She— [sobs] she can't breathe properly— it's like she's choking on air or something. One moment she was okay and the next— [wheezing] she's gasping for breath. Then there's a fever, I think. She— she feels so hot, but she's— she's shivering... like she's freezing, it's just not normal. She's pale, like— like she's seen a ghost. Her cheeks are flushing, she's sweating and— and [breathing heavily] her heart rate is so fast... God help me, it's all happening so quickly, it doesn't, uh— doesn't make sense."
Drowning,"Burns, Cough, Shortness of Breath","I— I need help— [breathing heavily] my friend... oh God, he's feeling... really lightheaded, like— like he can't stand, y'know? And he keeps holding his chest — it's like he's struggling to breathe — and he's all sweaty! So out of nowhere... he just started looking really pale. And— and his pulse... it's so fast it's scary. [sobbing] Please— send someone— fast!"
Drowning,"Cough, Shortness of Breath, Burns","Please— [sobbing]— you gotta help— [breathing heavily] my husband. He's, uh, uh, not— [coughing] not himself. He— he's got this fever— it's just ridiculous, he's burning up. Oh God— [gasping]— he's shaking, awful— like he's freezing but it's warm in here. And he's coughing— [wheezing]— his chest, it's like— like a drum, rattling when he breathes. I— I don't— [sobbing]— I don't know what to do!"
Drowning,"Cough, Shortness of Breath, Arrhythmia","H— hello? God, it's— it's so dark and I can't— can't see anything... [sobbing] I— I just feel so, so hot. I'm— I'm burning up but— [crying] but I'm shaking and my body feels like i— it's freezing cold. [shaking breath] There's just this, this dizziness, like I'm spinning. [gasps for breath] And then, much worse than everything else, I can't — can't seem to catch my breath— like there's— [wheezing] there's not enough air...

[gasp] And it's — uh— it's n— not just me... my— my f— friend, he's worse, he's— he's coughing. Hard! Awfully hard! [crying] And he's— he's struggling for each breath— [panicking] I need— need help... We need help— [wheezing] okay? Please— please hurry... [whispering] Please..."
Drowning,"Cough, Unconsciousness, Arrhythmia","I— I don't know what's... what's happening... My head is pounding like— like a sledgehammer... [crying] my chest feels like it's on fire, I can't— [breathing heavily] I can't breathe... It's so damn hot and I— I can't stop shaking... My nose is runnin' [sniffles] and my throat— [coughing] my throat... it feels dry... like sandpaper... I— [sobs]. 

No, no... [whispering] I need to stay awake, I can't let myself pass out... there's this strange rash on my chest and my heart is galloping like a wild horse [gasping]. I'm so scared... what's happening? I— I need help... [sirens in the distance] Please, hurry..."
Drowning,"Shortness of Breath, Arrhythmia, Unconsciousness","I— I just woke up and— [gasping] I'm feeling so dizzy... Everything's spinning all around and, uh, my chest... feels like— like it's on fire... [coughing] My body, it’s like— all overheated… I can hardly breathe— [breathing heavily] my throat's so dry, so... parched. Can hardly, uh, swallow anything. [wheezing] And, the headache, it's just pounding... The light— it, uh...the light is too bright...it stings my eyes... And...um...and now I'm feeling all these chills... [sobbing] That doesn't— doesn't make any sense... Please, please help me... [coughing]"
Drowning,"Burns, Arrhythmia, Shortness of Breath","Uh— I— I don't know what's— [gasping] I can't breathe. It— it's like, um, a really heavy weight on my chest. [coughing] I can't stop this— this cough either. My fingers, they— they're turning all blue and— [sighs] my chest is killing me. It's so tight, you have no idea— I can't get— I can't get any air [breathing heavily] I— I'm scared.

It— it's not just that— My heart, it's— it's pounding. Like a drum in my head. M— my forehead is burning up. [wheezing] My muscles... feel sorta weak and shaky... I— I'm faint. Please, I need— I need help!"
Drowning,"Arrhythmia, Shortness of Breath, Cough","Oh my God, I— I need help— [breathing heavily] My, uh, my husband— he's not doing so well. He's uh, [gasping] been shaking a lot, shaking like a leaf, I've never seen anything like it. [sobbing] And he's so weak, can barely hold a glass without droppin' it, for God's sake. [shouting] His whole body is covered in this— this awful rash, it doesn't look right. And uh, he's burning up too, hotter than a stove, but he— he keeps complainin' about feeling cold, I— I don't get it. Oh, God!

[crying] His breathing too, it's not good— like he just can't get enough air, you know? [wheezing] And then there's this disgusting, yellow gunk coming from his eyes and nose. What in God's name is happening to him? [gasping] Please, we need help— we need it now. [choked sob]"
Drowning,"Cough, Unconsciousness, Burns","Please— I— I need help! My friend just— she just collapsed right here on the pavement! [gasping] It's so sudden, she was—she was perfectly fine a minute ago. I— uh, she's having trouble— breathing, heavy- very heavy and— and choky. I— I can't— I see her face is incredibly pale and— and she's sweating— sweating bullets despite this cold, um. [wheezing] Her forehead, it's hot— quite hot! I mean, the heat is just radiating off her... [crying] Oh God, please help her! [wind] I— I don't know what to do... Uh— can you hear me?! Please send— send help!"
Poisoning,"Unconsciousness, Vomiting, Burns","Oh— oh God, please— [whispering]— I came home… my son, he's… he’s just lying there— he's so still! But, his skin… I mean, it’s all red, and there are these— these weird… blotches all over his body, and his hands… they look like they're swelling. [sniffles] He's so hot— feels like a stove. He's… mm, he's sweating, I mean like, my shirt is soaked and… [whispers] he won't wake up. [sobbing] He's barely even breathing… [gasps] just barely! Please… I don’t know what’s happening. Please send help, I… I… we’re on Baker Street, please hurry! 

[sirens in distance] I— I hear the sirens! Oh thank god! [exasperated sigh] Wait, he's… twitching now, oh god— [cries] he's having— he’s having seizures, oh my god, please get here soon! [heaving breaths]"
Poisoning,"Burns, Unconsciousness, Arrhythmia","Oh God, oh G— [sobbing] I need help. My, my husband, he's— he's in p— pain. His chest! [gasping] His chest is hurting and he's gasping for air, like he— like he can't breathe... H— His face is all pale, uh, his eyes are— they're, uh, rolling back and... and he's— he's d— dizzy. He can't stand... keeps falling all over the place. [breathing heavily] And he— he's sweating so much... his shirt— it's all soaked. 

He's got this— this awful, s— stabbing headache, keeps clutching his head, and he's... he's so confused... [crying] keeps saying strange things, doesn't r— recognize me... he's trembling, all over. Oh God, uh, his heartbeat— it's too fast... [wheezing] I can— can barely feel it. Please, you gotta— gotta help him! [sirens in distance]"
Poisoning,"Burns, Unconsciousness, Vomiting","Oh God, I— I need help. I, um— my husband, he— [sobbing] he's uh, he's on the floor— and he's— [breathing heavily] his— his chest... Oh, it's like he can't breathe! He's uh— he's trying so hard but it's— [whimpers] it's like a fish out of water. It's terrifying. God, please send someone!

His face is so— so pale. God, there's this uh, constant sweat— like he's run a marathon. And the fever, the fever is just roasting him, you know? I— I can't— [sobbing] can't touch him without flinching. Oh, God! The chills, chills are relentless, he's trembling— hard. Like uh, he's caught in a blizzard. [loud sound of a thud] Oh god, I— I— can't move him, I need help!"
Poisoning,"Arrhythmia, Burns, Vomiting","I—uh I need help... Please, um, my husband, he—he's [coughing] so much. He's burning up—I mean it's like touching an oven. And... and his chest, it's... it's like... [sobbing], like he can't catch his breath. And he keeps tossing and turning, he's shaking all over. His eyes— his eyes... they're totally bloodshot! [crying] No, not only that, he’s hallucinating. He um, keeps saying there's a... a huge rabbit in the— [gasping] in the living room... Oh God, I’m so scared. What is happening?"
Poisoning,"Vomiting, Arrhythmia, Unconsciousness","I— I don't know what’s [sobbing] what's happening. [coughing] There's... um... great pressure in my chest, like someone's, someone's squeezing my breath out. [gasping] And I—uh—just suddenly felt so dizzy... My—um—my vision's gotten blurry... Everything's kinda spinning and I [breathing heavily] um...

And— and my skin...my skin is so hot like it's gonna—um—burst into flames any second now. And oh god, my muscles— they're locking up and trembling like I... like I've just come outta the cold but I haven't... I've been inside all day and— [coughing] What's happening to me [sobbing] Please —help me, please..."
Poisoning,"Vomiting, Burns, Arrhythmia","I—I just need... [gasping] help... please... A f-friend... she's having trouble b-breathing... [sighs] uh... um, i-it's like she can't get enough air... I've n-never— [whispering] seen her like this. She's— [crying] She's got this severe, uh, c-cough. It's deep, and um... rattling... [gasping] and, uh, she... she can't stand properly— keeps collapsing, [sniffles] and it's like she's lost all her energy, [voice shaking] can hardly move and I—I can't... [sobbing] I don't know what to do!"
Poisoning,"Arrhythmia, Burns, Vomiting","Oh God, I— I— don't know what to do! [wheezing] My— my chest... it just feels so tight, like it's being squeezed. I can't... I can't breathe properly. [coughing] It's not just heavy... it's like I'm drowning. And my heart— my heart is pounding— so hard it hurts.

[crying] Then there's my— my head. It feels like it's about to burst, an agony splitting it open... it's... it's like being stabbed, non-stop. And the heat! It's burning up... [whispering] It’s like the sun inside me. I— I even passed out once— I woke up all soaked [breathing heavily] I— I need help."
Poisoning,"Burns, Unconsciousness, Arrhythmia","Oh— oh god... [crying] I— I don't know what's happening— I just... my hands, they... they're shaking and I... [gasping] I can't seem to stop them. My heart's beat— beating so fast... like a drum. I— I can't— can't breathe... [wheezing] and my chest... feels, god— so tight. Feels like— like there's an elephant sitting on it. Uh, I'm— I'm breaking out in a cold sweat— I'm soaked and it— it's so cold. And my vision— It— uh, it's blurry... Everything— everything looks— [crying] unfocused... blurred around the edges. Uh, I just— I just need help. Please! [wheezing] [sirens in distance]"
Poisoning,"Arrhythmia, Unconsciousness, Burns","Oh god— I— I don't know what's happening. His— his chest, it's just— he's turning all blue like he's choking or something. [gasping] And his belly, it's bloated— like, really tight and he's in serious agony. I— I tried to give him some water but he just couldn't swallow, he kept, um, gagging— [crying] throwing it all back up. Please hurry, I— I think he's really, really sick. 

And... uh, he's been running such a high fever— whole body just— [sobbing] shaking uncontrollably like he's freezing, but he's burning up... I can't even touch him. And he's not— not even awake. Eyes just glazed over... like— like he's not even there. God— [wheezing]— what do I do?"
Poisoning,"Unconsciousness, Arrhythmia, Burns","H-hello? I need— [gasping] help, please— [sirens in distance]... my neighbour, he's having a rough time. I saw him— he's all shaky, you know? Like a leaf, I... I've never seen anything like this. And he— his skin, it's all covered in red spots, like a rash. He was all clammy when I touched him— [shudders] felt so cold! And he— [gasping] he's been throwing up... 

I'm not sure about his breathing, uh, he seems to be struggling, gasping, you know? And he keeps drifting in and out of consciousness... scaring the heck out of me... Uh, he's— [sobbing] he's so weak, can barely talk or keep his eyes open... God, d-do we— [breathing heavily] do we have a pandemic going around or something? I need help down here, please, he's getting worse— [whispering] and I think he's running a high fever..."
Asthma,"Burns, Shortness of Breath, Wheezing","I— I need help. My husband— [sobbing] he's so sick. He woke up this morning and— and he was so— [gasping] so weak. He could barely stand up. And now... Now he's just laying here. He's so cold. But— but he's sweating too... [sniffles] A-and he won't wake up. [whispering] I don't know what to do...

Body aches. He was complaining about that yesterday too. Said his whole body was in pain. And his chest... Oh, God. He said it felt like someone was sitting on it. [sobbing loudly] Please, you've got to help him. He's all I've got."
Asthma,"Burns, Arrhythmia, Cough","I— I need help– I can't breathe too well, it— it feels like… like I'm trying to suck air through a straw and—[gasping]—my chest, oh God, it's too tight. I've been having some— [coughing] some chill spells too, can't stop shakin'. [shivering] I need— I need someone here now. Uh, I think I'm running a fever too… I'm too hot then too cold— it's just— [wheezing] Please… hurry."
Asthma,"Cough, Shortness of Breath, Arrhythmia","He— he just— um, he just collapsed on the floor. There was, uh— [heavy breathing] so much coughing before. And I— I think he— [crying] he can't seem to catch his breath— he' struggling to breathe, you know? Oh God! He's so pale, and his— his hands and lips are turning blue— blue like— [stifled sob] like he's out of oxygen. Can't— can't breathe... and his chest hurts. [whispering] It's really terrifying.

Oh, wait— oh no! [gasping] He's shivering now, so cold… He's saying he’s confused and— and his head hurts really bad. He— um— he can't stand the light either. It's too bright for him. [sirens in distance] Oh thank God, I hear the sirens… I hope it's not too late."
Asthma,"Shortness of Breath, Cough, Burns","I— I can't [gasping] quite... believe what's happening to me—. My body is, uhm, um, it's super hot but I'm not sweating— [sighs]. And my throat... it feels like fire. [coughing] I'm coughing a lot and it's been hours but this unbearable headache just doesn't— go away. [sighs] I've been trying to sleep, quiet the mind, n- nothing helps. 

I need— [catching breath] um, medical help. I— I can't even go to the bathroom properly because... because every muscle in my body is aching. It's like this um, terrible fatigue— both physically and [voice shaking] mentally. Also, um, my appetite— gone! Just, [nervous laugh] gone! Your immediate assistance is needed— please..."
Asthma,"Cough, Shortness of Breath, Wheezing","Oh— oh God... [gasping] I can't breathe properly. Feels like, I— uh, like there's this— uh heavy weight on my chest. And— and [sniffling] my body... it's so [wheezing] so hot, but I'm— I'm shivering. [coughing] I— I cough so much. 

[choking up] It's been... it's been days, I s'pose. I— uh, and my throat... feels dry as a bone. Headache's been settin' in, too. [whispering] And— and everything I try to taste, just tastes like— um, like nothing... [sirens in distance] Please, I— I j—just... I need help."
Asthma,"Burns, Wheezing, Arrhythmia","Um— please—uh, I— I need help. It's my husband— [breathing heavily] he can't catch his— he can't catch his breath. And he's— he's got a headache— a really bad one. He just— just can't stand the light. [Grabs breath] He's really hot to th— touch, you know? [Crying] Burning up and th— there's this rash— red dots— all over his body. [Sniffles]

Someone— uh, please, send someone quick. He's barely awake, keeps nodding off— [sobs] Can barely keep his eyes open. [Heavy breathing] And his—his muscles, they're twitching— twitching real bad, and he’s got these chills, shaking like a leaf. [Whispering] I— I don't know what to— what to do— I'm so scared..."
Asthma,"Shortness of Breath, Cough, Burns","I— I don't know what to— [gasping] scan't brea— breathe right. Uh, everything's— everything's spinning around me... I— [coughing] my chest, it hurts. And— and, I'm so tired... Feels like— like spikes are poking through my head. Uh, can't stop shaking either... I— I need help! [sobbing]

Everything's so fuzzy and bl— blurry... I need to sit. No, no... [whispering] Maybe lay down? My heart, it's— it's just pounding in my ears. I'm feeling really huh— hot, [sighs] but like I'm freezing at the same time. I... I need help. Please, anyone."
Asthma,"Wheezing, Shortness of Breath, Cough","I— I— I— need help. Uh, my husband... he's— [breathing heavily] he's so tired. Can't stay awake, he's dizzy— can't even stand up straight. His chest, um... he's got this awful crushing thing happening. [sobbing] And a fever, so high I can— I can feel it. Just by touching him. He's real clammy, too. All sweaty and cold. Can't even catch his breath, keeps [coughing] like— like he can't get air. Please, I— I don't know what to do... [sirens in distance] He's barely conscious now."
Asthma,"Cough, Wheezing, Shortness of Breath","Oh God, help me— Please, my— my husband, he's— [gasping] he just crumbled— he just fell sideways onto the floor, right there. He's [wheezing] and his skin— his skin's ice cold. It's as cold as— [sobs] he's clammy to touch. No, no. And his chest... it's just pounding like a drum. Madness, so fast, like a freight train [deep breath]. He's really struggling to, uh, you know, gulp down air. He's [coughing], keeps coughing. [Sighs] Can you send someone, please? Please. 

And, um [voice shaking], he has this rash... he has this rash, covered in angry red dots. They're all over his body, I've never— I've never seen anything like it. It burns when he, uh, when he touches it. And his eyes... they're as red as a sunset, I— I don't know what's happening. Please, please hurry [whispering]. [Wind rustling] I'm so scared."
Asthma,"Cough, Wheezing, Arrhythmia","I— I don't know what's— [gulps] y-you need to s-send someone. My husband, he's— he's— [breathing heavily]. He woke up covered in sweat— it was like—he's soaked, completely soaked. [crying] He's so pale, uh... ghost-like... [sniffs] and he's shivering so hard, even with all the blankets. [sighs] His body is so hot, like a furnace... I-I mean, I can't even touch him without it hurting my hand.

It's... I don't know what it is but there's this unusual bump... some kind of swelling on his arm. It's not normal, you know? [voice cracks] And his eyes— they're scary, so red— and he's coughing so much, I mean— [coughing], really deep, nasty cough. He's confused, he's talking but nothing he's saying makes sense— [crying] Please, hurry... he needs help!"
Hyperventilation,"Burns, Arrhythmia","Uh, um, he— [coughing] he needs help— I need help. He's— he's not responding and— [sniffles] he's not breathing. His chest— it— it’s just stopped. His— his lips are— are turning blue, and— and his skin, it's— it's cold, so cold. I— I don't— [breathing heavily] I don't know what's wrong. 

He was— [sniffles] he was just complaining about a headache, and then he— he said his— his chest was hurting, and then— then he just— he fell, but he— he hit his head pretty bad— [gasping] there's— there's blood. His leg, it— it looks weird, like it's twisted or somethin'. I— I— [whispering] I don't know what to do."
Hyperventilation,"Arrhythmia, Burns","...I— I need help... I— I'm not sure what's going on... I— I just woke up... my chest... it— it hurts so bad, I— I don't know why... [gasping] It's like someone’s squeezing my heart... and my left arm— [breathing heavily]— it’s all tingly and numb... [sobbing]... It's hard to… [coughs]... I can't catch my breath properly... [wheezing] and I don't— I don't remember feeling this cold... ever. [sighs]... I’m dizzy... I need help… please— someone—. [gasping]"
